rad, x, y, z, vx, vy, vz
1.546134730601307e-05,8.547496676547035e-05,0.0011861627831122063,8.483635176214545e-05,-67.44001430192826,-2.0766932525661717,62.785892558143814
1.5164764182689524e-05,1.9503430637323272e-05,0.0014871670841241677,6.282384081420897e-05,4.862451282880031,65.74835432326778,-84.72276279128272
1.085977247770312e-05,4.641096097313405e-05,0.0015713951140718652,0.00013523689727770226,90.29255421961471,-117.22918492777077,-26.486036097530047
1.8191634173312364e-05,8.442623557721767e-05,0.0009484544712613513,6.170399644907296e-05,49.915995551074005,43.896183721090296,3.7147108768447854
1.1469712500705093e-05,5.514933742045006e-05,0.0010105656418545638,6.530115061389167e-05,-25.625933251009087,33.82252790670865,-60.22025240056629
1.2024309400353301e-05,1.2144858196866301e-05,0.001463287810493939,7.192084581675518e-05,108.0882572524466,-34.42235240222098,-97.54789696944766
1.3961792253551846e-05,0.00018753676163299913,0.001451892535686425,1.347769845119572e-05,-11.048733032240262,47.3326628923663,23.261294601078863
7.476212072381345e-06,0.00012923887823527034,0.0015284469125004085,6.739491835455328e-05,-62.90804564253961,56.16388284702302,78.7284270274867
2.087185444642278e-05,6.618224242788863e-05,0.0012927613427375906,0.00012959696050296321,102.33991771962687,-10.405832060963887,-10.183316861568564
1.835248195983374e-05,0.00011876388370308655,0.0008468202110334998,4.5848336114297546e-05,18.68935604337615,-15.484909769260238,21.679497129884968
1.674673044804558e-05,5.9171653660873455e-05,0.0012357795872443764,0.00011149294727888532,-2.659076748604462,19.988453782739978,-27.361099362947126
1.4833706343236825e-05,7.552974290685821e-05,0.001247281418271803,8.511736453936237e-05,70.17480666366653,-69.72813998464015,-70.06694274647016
1.2788609147444414e-05,9.803066720173099e-05,0.0008314537841926111,1.2274919637861639e-05,57.970003011936406,56.21347079250497,14.017724203845447
1.3785147712998193e-05,3.12246497571537e-05,0.0012063936311199016,0.000137889855301281,-34.65925095573162,294.5472192781146,86.48756962251183
1.7414257808998006e-05,0.00016854183418251717,0.0010127736903645405,0.00012170533586498003,13.354369941151642,-35.279666719426544,-0.6115636012943106
2.146264274223718e-05,7.527327186467309e-05,0.0009866183178302876,5.979614034642717e-05,-19.222781277052263,31.018451684556624,-16.69027815923701
1.7871455462302678e-05,9.315842060178153e-05,0.0011347009392637952,1.6572151111745018e-05,22.86579881325195,-105.25880044931398,32.4392008260687
1.9696426397762506e-05,3.0347725180280615e-05,0.0012010771830444043,7.13796554079571e-05,-11.157083531625837,10.123207465697712,31.613805382044124
1.0668445600001501e-05,0.00012504545446729648,0.0013219779419285022,0.00014042905227248126,26.58592839512619,48.00171722556024,108.28497462086315
1.2139899604560135e-05,5.863915316037599e-05,0.0009276298353188906,0.00011104335290645604,-46.07154343924447,-22.273242430280852,80.48740311544682
2.749999999999999e-06,0.0001617283081269708,0.0008718917028187101,7.780609624590577e-06,-95.46754602946972,-99.11648369427056,403.8859069303606
1.014799662658077e-05,0.00010159098949378835,0.0011000919723738803,8.801333766543665e-06,-192.88808574544873,8.867442445096884,0.8118192588231934
